link,jobPostNumber,score,date,designation,country,city,jobPostText
https://whova.com//event-job/the-63rd-annual-meeting-of-the-association-for-computational-linguistics-2025-job-opportunities/,81,9,2026-06-15,Postdoc,Germany,Dresden,"
Postdoc in NLP (LLM) or KG or Graph ML, Germany


TU Dresden & ScaDS.AI (National AI Center)

 Research group: Prof. Dr. Michael FärberResearch areas: Natural Language Processing, Large Language Models, Knowledge Graphs, and related fields (e.g., Graph Machine Learning)Location: ScaDS.AI, TU Dresden, GermanyStart date: flexible!; the initial contract is for up to 2 years (extension possible). A shorter contract term can be arranged if desired. Permanent contract possible after 6 years.Remuneration: TV-L E13 (100%)---Tasks:Conducting independent research in the above research areas, with the goal of publishing and presenting at top-tier (CORE A) conferences and journals.Supporting the supervision and mentoring of PhD studentsInitiating and writing research grant proposalsCollaborating on national and international research projects, including potential partnerships with industryParticipating in teaching activities (e.g., seminars; no foundational lectures)---Requirements:A completed or imminent PhD degree in Computer Science, Artificial Intelligence, Mathematics, Physics, Computational Linguistics or a closely related fieldA strong publication record in one or more of the above research areasHands-on experience with AI (NLP/ML) model development, ideally in an HPC environmentA strong passion for publishing scientific research and applying for research grantsExcellent written and spoken English skills---Apply Now (deadline: August 1, 2025)Send your application in a single PDF file (CV, cover letter, other supporting documents) by August 1, 2025 via the TUD SecureMail Portal or directly by email to jobs-scads.ai@tu-dresden.de, quoting the job number “ScaDS.AI Färber E13”.I'm at ACL 2025, feel free to talk to me!
                                
                                
Link:
                                https://faerber-lab.github.io/news/8_postdocE13_2025/
                                
                        



"
https://whova.com//event-job/the-63rd-annual-meeting-of-the-association-for-computational-linguistics-2025-job-opportunities/,82,9,2026-06-15,Senior Applied Scientist & Postdoc,United States,Redmond,"
Senior Applied Scientist & Postdoc at Microsoft Redmond


Microsoft

 The Microsoft Word team located in Redmond, Washington has a 25-year track record of delivering innovative AI-powered writing assistance solutions to millions of users worldwide with a vision of bringing out the best writer in everyone. The team have recently launched a set of groundbreaking Copilot features that help users to dramatically enhance productivity and creativity throughout their writing journey from start to finish.  As a Senior Applied Scientist in the team, you will drive intelligence experience projects through their entire life cycle from ideation through rigorous science experiments, evaluations, and finally to worldwide availability. You will collaborate with other applied scientists, researchers, engineers, and product managers to deliver high-quality features and products that enhance the writing experience across multiple platforms and domains. You will also conduct cutting-edge applied research leading to high product impact and publish your work in top-tier conferences and journals. This opportunity will allow you to accelerate your career growth, develop deep business acumen, and hone your scientific skills. You will have the flexibility to work from home partially or fully, depending on your preference and location. We value work-life balance and support our team members to achieve their personal and professional goals. 
                                
                                
Link:
                                https://jobs.careers.microsoft.com/global/en/job/1828770/Senior-Applied-Scientist-Word
                                
                        



"
https://whova.com//event-job/the-63rd-annual-meeting-of-the-association-for-computational-linguistics-2025-job-opportunities/,83,9,2026-06-15,Senior Language Modeling Engineer,Unknown,Unknown,"
Senior Language Modeling Engineer - Bloomberg Law/Tax/Gov


Bloomberg LP

 Apply at https://bloomberg.avature.net/careers/Private?jobId=12401&source=External+Career+SiteWe are seeking a Senior Machine Learning Engineer with expertise in Natural Language Processing (NLP) and significant experience working with Large Language Models and Generative AI. In this role, you will be expected to quickly build good domain knowledge and gain a solid understanding of common GenAI challenges across our products. Leveraging your expertise and the latest state-of-the-art research you will design and implement robust solutions in close collaboration with cross-functional stakeholders. Your primary focus will be on developing automated GenAI evaluation solutions for the entire firm, as well as training custom models, using pre-training, supervised fine-tuning, and reinforcement learning where appropriate, to solve some of the most complex Tax and Legal tasks that current frontier models struggle with.Key ResponsibilitiesResearch and build automated evaluation frameworks for Gen AI products.Prepare, curate, and enhance large-scale, high-quality datasets for training and evaluation, leveraging both real and synthetic data.Train and fine-tune LLMs to automate complex legal, government, and tax workflows.Collaborate closely with product, engineering, and SME teams to design solutions for real product needs and work with platform teams to operationalize them.Write, test, and maintain robust, production-ready ML code.Stay up to date with advances in LLM research, fine-tuning, evaluation, and AI safety, bringing new ideas into our workflowsIf you have any questions about this job or would just like to talk about it, feel free to message Tom Ault using the Whova app or send email to tault@bloomberg.net. authoring publications in top conferences and journalsExperience in law, tax, or government affairsA track record of authoring publications in top conat
                                
                                
Link:
                                https://bloomberg.avature.net/careers/Private?jobId=12401&source=External+Career+Site
                                
                        



"
https://whova.com//event-job/the-63rd-annual-meeting-of-the-association-for-computational-linguistics-2025-job-opportunities/,84,9,2026-06-15,Applied Research Scientist,Canada,Quebec AI Institute,"
Applied Research Scientist


Mila - Quebec AI Institute

 We are seeking an experienced and dynamic Applied Research Scientist to join our Applied Machine Learning Research Team. In this role, you will contribute to innovative research projects in collaboration with external organizations, translating cutting-edge AI research into practical solutions that address real-world challenges.
                                
                                
Link:
                                https://apply.workable.com/mila-2/j/1C327331D1/
                                
                        



"
https://whova.com//event-job/the-63rd-annual-meeting-of-the-association-for-computational-linguistics-2025-job-opportunities/,85,9,2026-06-15,Senior Developer - Applied Research in Machine Learning,Canada,Quebec,"
Senior Developer - Applied Research in Machine Learning


Mila - Quebec AI Institute

 We are looking for a talented and passionate Senior Developer - Applied Machine Learning Research to join our team. Your role will be to increase the impact of our cutting-edge machine learning research by collaborating closely with researchers and user needs managers. You will design and implement deployable prototypes that address concrete needs to gather user feedback. Additionally, you will help researchers improve the research process by optimizing code and deploying the most effective tools.
                                
                                
Link:
                                https://apply.workable.com/mila-2/j/0EF0AE22B1/
                                
                        



"
https://whova.com//event-job/the-63rd-annual-meeting-of-the-association-for-computational-linguistics-2025-job-opportunities/,88,9,2026-06-15,Senior Research Scientist,Unknown,Unknown,"
Research Scientists - Generative AI (all levels, multiple locations)


Canva

 Canva is seeking a Senior Research Scientist to help shape the future of AI by advancing foundational models and delivering scalable, practical research impact. In this role, you’ll work hands-on with model development, collaborate on research projects, and bridge theoretical advances with real-world product applications. Responsibilities include contributing to foundational AI research, designing and running experiments, translating academic work into production-ready solutions, refining model architectures, and closely collaborating with ML engineers to bring models into Canva’s ecosystem. You’ll also stay abreast of emerging trends, share knowledge internally and externally, and support the product direction with scientific insights.**If this sounds like you, let us know!**- Strong expertise in machine learning, especially LLMs, vision-language models, generative AI, or multi-modal systems- A publication record or clear evidence of impactful research in academia or industry- Experience taking research projects from conception through to deployment- The ability to turn complex theoretical ideas into practical, production-ready solutions- A collaborative mindset and comfort working with engineers, product teams, and other researchers- The ability to balance long-term research vision with practical delivery in a dynamic environmentThe role offers involvement in Canva’s AI strategy, opportunities to learn from leading researchers, exposure to global-scale product impact, and time for independent research exploration.
                                
                                
Link:
                                https://www.lifeatcanva.com
                                
                        



"
https://whova.com//event-job/the-63rd-annual-meeting-of-the-association-for-computational-linguistics-2025-job-opportunities/,89,9,2026-06-15,Research Engineer,Unknown,Unknown,"
Research Engineers (Machine Learning) - Generative AI (all levels, multiple locations)


Canva

 Canva's AI Research group is where you’ll push the boundaries of machine learning and turn cutting-edge research into real-world user experiences. Work with a diverse team of researchers, engineers, and scientists on both foundational ML research and scalable production-ready solutions.What you’ll do: • Leverage pretrained models and research to scale AI pipelines and enhance Canva’s AI infrastructure • Translate academic breakthroughs into practical, scalable solutions • Build robust, reproducible research infrastructure for rapid experimentation • Implement academic papers and algorithms into maintainable code • Design and run experiments to validate approaches and analyze model behavior • Drive research direction and help set AI agendas • Solve complex engineering problems and optimize implementations for AI researchers • Explore new ideas in model training, deployment, and usability • Stay current on AI/ML trends and assess their relevance to Canva’s goals • Document and present research and findings to share knowledge across teamsRequirements: • Strong experience with machine learning in research or production settings • Skilled at turning academic/theoretical ideas into reliable, maintainable code • Experience with large-scale models, especially foundation or multimodal models • Passion for experimental design, model evaluation, and measurable improvements • Collaborative mindset—supporting and amplifying researchers and engineers • Curious, self-driven, and excited by new challenges • Proficient in Python and ML libraries (PyTorch, TensorFlow) • Committed to reproducibility, scalability, and well-structured research environmentsEnjoy flexible work options, equity, wellbeing benefits, and a supportive, fun culture.
                                
                                
Link:
                                https://www.lifeatcanva.com
                                
                        



"
https://whova.com//event-job/the-63rd-annual-meeting-of-the-association-for-computational-linguistics-2025-job-opportunities/,90,9,2026-06-15,Postdoctoral Research Associate,United Kingdom,London,"
Postdoctoral Research Associate


Queen Mary University of London

 We are looking for a Postdoctoral Research Associate to work at the intersection of evaluation, reasoning and explainability of LLMs in the context of our UKRI RAi UK Keystone AdSoLve project on Addressing sociotechnical limitations of LLMs (https://adsolve.github.io).  AdSoLve is a large project with 12 co-nvestigators, 12 early career researchers (Postdocs, RAs and PhDs) across four Universities and over 21 partners! Come and join our thriving team! The position will be advertised shortly. Message me if interested.About the Role We are pleased to offer a Postdoctoral Research Assistant or Research Assistant post under the supervision of Prof Maria Liakata, in the context of the RAi UK/UKRI funded Keystone project on Addressing socio-technical limitations of Large Language Models (LLMs), particularly for medical and social computing (https://adsolve.github.io/). The role involves developing methods for better evaluation of LLMs for real world scenarios, augmenting LLMs with temporal reasoning and the ability to perform longitudinal predictions with multi-modal data, mitigation for hallucinations and biases. For details see the project website and in particular workstreams 2,3 and 5. About You Candidates must have an Undergraduate Degree in Computer Science or a related topic. Applicants at the PDRA level must have a PhD in NLP or machine learning. Substantial knowledge of Natural Language Processing (NLP) and machine learning methods is essential, as well as good understanding of work in LLM evaluation and fine tuning. Experience in working on reasoning and explainability of NLP and machine learning models is desirable.  
                                
                                
Link:
                                https://adsolve.github.io
                                
                        



"
https://whova.com//event-job/the-63rd-annual-meeting-of-the-association-for-computational-linguistics-2025-job-opportunities/,91,9,2026-06-15,AI Researcher,Singapore,Singapore,"
AI Researcher (Full Time/Intern) 


Huawei Singapore Research Center 

 1. Conduct cutting-edge research in the field of recommendation & search, natural language processing, LLM, Trustworthy AI and VLM.2 Develop AI-enabled products and services with other groups in the company3. Collaborate with world-class organizations in academia projects
                                
                        



"
https://whova.com//event-job/the-63rd-annual-meeting-of-the-association-for-computational-linguistics-2025-job-opportunities/,92,9,2026-06-15,Postdoc,Netherlands,Eindhoven,"
Postdoc in Neuro-Symbolic methods integrating LLMs with symbolic reasoning


Eindhoven University of Technology

 Large Language Models are known to hallucinate. Techniques such as In-Context Learning, Retrieval-Augmented Generation, Chain-of-Thought Prompting, and Self-Refinement can help reduce hallucinations, but they do not eliminate them entirely. This poses a challenge in applications where trustworthiness and reliability are critical.In this project, you will explore neuro-symbolic methods that integrate LLMs (or Generative AI more broadly) with Symbolic AI techniques. In this hybrid approach, the Generative AI component proposes candidate solutions to a problem, while the Symbolic AI component validates these solutions against explicit, formalized constraints by symbolic reasoning. An example is a LLM translating natural language specification into a symbolic representation (e.g. knowledge graph (KG) or logic program) and a symbolic solver computing the solution. Another example is the generation of surrogate model architectures for complex industrial systems: the generative component proposes models based on natural language specifications, while the symbolic component ensures compliance with system constraints, encoding domain knowledge and business requirements, provided in symbolic form.The research will be conducted in collaboration with industrial partners as part of a SmartEM European project focused on surrogate modeling. The goal is to develop surrogate models, or systems of surrogates, for complex industrial systems or their high-fidelity simulations. The European project will supply concrete, real-world applications to validate and refine the general methods developed during the Postdoc.You work will take place within the Interconnected Resource-aware Intelligent Systems (IRIS) [https://iris.win.tue.nl] cluster at the Mathematics and Computer Science department. The research topic will be tailored to your research interests. The project offers collaboration with industrial partners, providing a chance to test your models in real-world scenarios.
                                
                                
Link:
                                None
                                
                        



"
https://whova.com//event-job/the-63rd-annual-meeting-of-the-association-for-computational-linguistics-2025-job-opportunities/,95,9,2026-06-15,PhD Student,Switzerland,Unknown,"
2x PhD Positions in Agentic/LLM Reasoning (Switzerland)


IDIAP/EPFL

 2x PhD Positions in Agentic/LLM Reasoning (Switzerland)(at the IDIAP Research Institute/EPFL)We have two new exciting PhD positions in the area of foundations of agentic/LLM-based reasoning. The successful candidates will investigate novel neuro-symbolic methods which are capable of delivering controlled reasoning targeting complex real-world problems in areas such as engineering design and scientific inference. Areas covered by the project include equational, mechanistic, geometrical and simulation-based reasoning, framed in an Agentic/LLM-reasoning setting.This is an exciting opportunity for candidates who would like to work on the foundations of agentic reasoning, in close dialogue with complex real-world problems.Essential requirements:* BSc and MSc in computer science, or related areas.* Experience in the construction of NLP and ML models evidenced by academic or industrial projects.* Python programming.* Confident in the development of complex computational pipelines.* Good command of English (spoken and written).* Previous publications are a plus.As this is part of a Marie Curie Doctoral Network (GenAIDE) programme, the following mobility rule applies: candidates must not have resided or carried out their main activity (work, studies, etc.) in Switzerland for more than 12 months in the 36 months immediately before the recruitment date.Interested applicants please send an email to andre.freitas@idiap.ch with your CV by August 15th.




"
https://whova.com//event-job/the-63rd-annual-meeting-of-the-association-for-computational-linguistics-2025-job-opportunities/,98,9,2026-06-15,Applied Scientist/Sr. Applied Scientist,Unknown,Unknown,"
Applied Scientist/Sr. Applied Scientist in Alexa AI


Amazon, Alexa AI

 Our team is building the next-generation models behind Alexa+, with an emphasis on delivering assistance that feels proactive and truly personal. We’re looking for scientists excited to build LLM-driven systems that reason, plan, and personalize at scale.We’re especially interested in experience with:	•	Personalization techniques, such as user modeling, long-term memory, or context adaptation	•	Agentic workflows, including task planning, tool use, and multi-step decision-making	•	Multi-modality and language grounding, connecting language models to sensory input and real-world context	•	Evaluation methods, including user-centered metrics, task success, and behavioral analysis of LLM-based systemsIf you’re interested, reach out to olegro@amazon.com — happy to connect.
                                
                                
Link:
                                None
                                
                        



"
https://whova.com//event-job/the-63rd-annual-meeting-of-the-association-for-computational-linguistics-2025-job-opportunities/,99,9,2026-06-15,PhD Student,Unknown,Unknown,"
Applied Science Interns – Alexa AI


Amazon - Alexa AI

 Our team is building the next-generation models behind Alexa+, with an emphasis on delivering assistance that feels proactive and truly personal. We’re looking for interns excited to explore LLM-driven systems that reason, plan, and personalize at scale.We support fall, winter, and summer internships, and are looking for PhD students in machine learning, NLP, or related fields, with a strong preference for those who have prior publications and hands-on experience with large models or intelligent systems.We’re especially interested in research experience related to:	•	Personalization techniques, such as user modeling, long-term memory, or context adaptation	•	Agentic workflows, including task planning, tool use, and multi-step decision-making	•	Multi-modality and language grounding, connecting language models to sensory input and real-world context	•	Evaluation methods, including user-centered metrics, task success, and behavioral analysis of LLM-based systemsIf you’re interested, reach out to olegro@amazon.com — happy to connect.
                                
                                
Link:
                                None
                                
                        



"
https://whova.com//event-job/the-63rd-annual-meeting-of-the-association-for-computational-linguistics-2025-job-opportunities/,100,9,2026-06-15,Postdoc,Italy,Rome,"
Postdoc in MeMo


University of Rome Tor Vergata

 Do you want to work on a different perspective in buildings LLMs?We offer you the opportunity to shape a novel family of LLMs not based on Transformers.Multiple positions available.
                                
                                
Link:
                                https://humancentricart.github.io/
                                
                        



"
https://whova.com//event-job/the-63rd-annual-meeting-of-the-association-for-computational-linguistics-2025-job-opportunities/,103,9,2026-06-15,Senior Applied Scientist,India,Bangalore,"
Hiring Applied Scientists at Microsoft India!


Microsoft

 The Microsoft Word Writing Assistance and Language Intelligence team located in Redmond, Washington builds large scale natural language understanding and natural language generation models using cutting edge Natural Language Processing technologies and advanced linguistic knowledge. We are now expanding this team to India and hiring Senior Applied Scientists in Bangalore, India.Responsibilities- You will review business and product requirements and incorporate state-of-the-art research to formulate plans that will meet business goals.- You will research and develop an understanding of tools, technologies, and methods being used in the community that can be utilized to improve product quality, performance, or efficiency.- You will stay updated with the latest research and trends in NLP and related fields and explore new ideas and opportunities for innovation.- You will participate in onboarding of junior team members. You’ll identify new research talent to join Microsoft and collaborate with the academic community to develop the recruiting pipeline.- You will document work in progress and experimentation results and share findings to promote innovation. You’ll also use your deep understanding of fairness and bias to contribute to ethics and privacy policies related to research processes and data collection.Please check the job post here for details and required qualifications: https://jobs.careers.microsoft.com/global/en/job/1828301/Senior-Applied-ScientistI would be happy to chat about this position during ACL!
                                
                                
Link:
                                https://jobs.careers.microsoft.com/global/en/job/1828301/Senior-Applied-Scientist
                                
                        



"
https://whova.com//event-job/the-63rd-annual-meeting-of-the-association-for-computational-linguistics-2025-job-opportunities/,104,9,2026-06-15,Postdoctoral Researcher,Switzerland,EPFL,"
Postdoctoral Researcher


EPFL

 The EPFL Natural Language Processing (NLP) lab is looking to hire a postdoctoral researcher candidate in the area of multilingual LLM design, training, and evaluation. This postdoctoral position is as part of a Swiss AI Initiative (swiss-ai.org) Large Project Grant.You will have the opportunity to work with highly talented and motivated EPFL and ETH Zurich researchers. There will be opportunities to organize and supervise Master’s students (individually and in teams). There will be large-scale computing resources (e.g., 11000 GH200 GPUs) available to execute your agenda.
                                
                                
Link:
                                https://docs.google.com/document/d/1m0hE-0kfCNP29lFZptEWryV9SLAI78pF7Ua0SfZm-PM/edit?tab=t.0
                                
                        



"
https://whova.com//event-job/the-63rd-annual-meeting-of-the-association-for-computational-linguistics-2025-job-opportunities/,107,9,2026-06-15,"Assistant, Associate and Full Professor",Unknown,Unknown,"
MBZUAI: Multiple Faculty Positions in Natural Language Processing & Speech


Mohamed bin Zayed University of Artificial Intelligence

 The Department of Natural Language Processing at MBZUAI is expanding and we invite candidates at all levels (Assistant, Associate and Full Professor) to apply.We undertake rigorous, high-impact, and original research. Current topics of interest include large language models, Arabic NLP, speech processing, factuality, fairness, safety, cultural awareness, multimodality, and educational applications, among others. We are looking to strengthen the department in strategic areas, as well as to open new areas. We encourage interdisciplinary research that can serve as a bridge between departments. Faculty members will have ample opportunities to collaborate with industry partners, government agencies, and research institutions to develop AI-driven solutions for real-world challenges.MBZUAI is the world’s first university dedicated exclusively to AI and is rapidly emerging as a global leader in the field. Since its establishment in 2020, MBZUAI has grown into a top-ranked AI institution, currently hosting 80+ world-class faculty and 330+ graduate students and ranking among the top 10 AI universities worldwide. With ambitious plans to expand from 8 to over 20 AI departments and grow its faculty from 84 to 300 by 2030, MBZUAI is on a fast-track growth trajectory.https://apply.interfolio.com/154597

Link:
                                https://apply.interfolio.com/154597
                                
                        



"
https://whova.com//event-job/the-63rd-annual-meeting-of-the-association-for-computational-linguistics-2025-job-opportunities/,108,9,2026-06-15,Postdoc,Unknown,Unknown,"
MBZUAI: Multiple Postdoc Positions in Natural Language Processing & Speech


Mohamed bin Zayed University of Artificial Intelligence

 Mohamed bin Zayed University of Artiﬁcial Intelligence (MBZUAI) is the world’s ﬁrst graduate AI university. It is a research-oriented university with 365 MSc and PhD students (from 39 nationalities; 30% female), and 84 world-leading faculty members. MBZUAI’s NLP department has 19 faculty (https://mbzuai.ac.ae/research-department/natural-language-processing-department/) and 80 graduate students, and is ranked 9th in NLP in CS rankings:	https://csrankings.org/#/index?nlp&worldWe invite postdoc candidates to conduct rigorous, high-impact, and original research in various areas of NLP. Current topics of interest include large language models, Arabic NLP, speech processing, factuality, fairness, safety, cultural awareness, multimodality, and educational applications, among others.We offer: 	- Internationally competitive, tax-free compensation package 	- Generous research funding enabling ground-breaking AI research	- World-class research infrastructure and datasets
                                
                                
Link:
                                https://apply.interfolio.com/154597
                                
                        



"
https://whova.com//event-job/the-63rd-annual-meeting-of-the-association-for-computational-linguistics-2025-job-opportunities/,109,10,2026-06-15,Machine Learning Engineer/Scientist,United States,California,"
AIML - Machine Learning Engineer/Scientist, Siri and Information Intelligence


Apple

 The AIML Information Intelligence team is creating groundbreaking technology for artificial intelligence, machine learning and natural language processing! The features we create are redefining how hundreds of millions of people use their computers and mobile devices to search and find what they are looking for. Our universal search engine powers search features across a variety of Apple products, including Siri, Spotlight, Safari, Messages and Lookup. We also develop state-of-the-art generative AI technologies based on Large Language Models to power innovative features in both Apple’s devices and services on the cloud. As part of this group, you will be doing large scale machine learning and deep learning research and development to improve Open Domain Question Answering (using both structured knowledge graph data and unstructured web data) and Summarization as well as developing fundamental building blocks needed for Artificial Intelligence. This involves developing sophisticated machine learning and large language models (LLMs) to understand user queries, retrieve and rank relevant documents across multiple sources and synthesize information across documents to provide user with a direct answer that best satisfies their intent and information seeking needs. Additionally, you will research and develop the state-of-the-art LLMs for summarizing personal data such as emails, messages, and notifications.You will also work with researchers and data scientists to develop, fine-tune, and evaluate domain specific Large Language Models for various tasks and applications in Apple’s AI powered products and conduct applied research to transfer the cutting edge research in generative AI to production ready technologies.
                                
                                
Link:
                                https://jobs.apple.com/en-us/details/200609436/aiml-machine-learning-engineer-siri-and-information-intelligence
                                
                        



"
https://whova.com//event-job/the-63rd-annual-meeting-of-the-association-for-computational-linguistics-2025-job-opportunities/,110,9,2026-06-15,Applied Science Tech Lead/Manager,Unknown,Unknown,"
Applied Science Tech Lead/Manager, AWS Agentic AI


Amazon

 Amazon is looking for world class Applied Science leader to join its AWS AI Labs with expertise in AI-assistants focusing on conversational- retrieval augmented generation (RAG), agent orchestration, multi-modal and multi-lingual chat agents, etc. You will be joining a team of applied scientists developing robust and scalable machine learning solutions for enterprise conversational assistants. You will interact in a cross-functional capacity with product and engineering leaders, as well as with our customers and with the academic community. You will be at the heart of a growing and exciting focus area for AWS and work with acclaimed engineers and world-class scientists.
                                
                                
Link:
                                https://www.amazon.jobs/en/jobs/2984779/applied-science-manager-aws-q-for-business
                                
                        



"
https://whova.com//event-job/the-63rd-annual-meeting-of-the-association-for-computational-linguistics-2025-job-opportunities/,111,9,2026-06-15,Applied Scientist,Unknown,Unknown,"
Applied Scientist, AWS Agentic AI


Amazon

 Amazon is looking for world class Applied Scientist to join its AWS AI Labs with expertise in AI-assistants focusing on conversational- retrieval augmented generation (RAG), agent orchestration, multi-modal and multi-lingual chat agents, etc. You will be joining a team of applied scientists developing robust and scalable machine learning solutions for enterprise conversational assistants. You will interact in a cross-functional capacity with product and engineering leaders, as well as with our customers and with the academic community. You will be at the heart of a growing and exciting focus area for AWS and work with acclaimed engineers and world-class scientists.
                                
                                
Link:
                                https://www.amazon.jobs/en/jobs/3001477/applied-scientist-ii-aws-q-for-business
                                
                        



"
https://whova.com//event-job/the-63rd-annual-meeting-of-the-association-for-computational-linguistics-2025-job-opportunities/,124,9,2026-06-15,Postdoctoral Research Fellow,Norway,Bergen,"
Postdoctoral Research Fellow position


University of Bergen

 At the Department of Information Science and Media Studies, University of Bergen, a vacancy for a postdoctoral research fellow position. The position is for three years.The position is open to an incoming candidate (researchers new to Norway or who have resided in Norway less than a year), see LEAD AI mobility rules.About the project/work tasks:We are looking for an ambitious scholar who wants to advance the field of AI by focusing on and collaborating with one of the ongoing AI research activities in the department, including but not limited to NLP focusing on alignment, ethics, and text generation. The postdoc will become part of a dynamic, interdisciplinary, and inclusive team as a member of one of the department’s research groups. The postdoc will also be associated with the interdisciplinary LEAD AI project at UiB, funded by The European Research Council (European Union’s Horizon Europe research and innovation programme under the Marie SkłodowskaCurie Grant Agreement No. 101126560).The Department of Information Science and Media Studies conducts interdisciplinary research in artificial intelligence including artificial intelligence foundational research, computer science, computational linguistics, data science, information science, information systems, human computer interaction, as well as media studies, audience studies, journalism, rhetorics, and media aesthetics. More about AI research at InfoMedia can be found https://www.uib.no/infomedia/aiApplicants are required to familiarize themselves with the research profile of at least one of the InfoMedia research groups.For more details check: https://www.jobbnorge.no/en/available-jobs/job/283570/lead-ai-postdoctoral-research-fellow-position-in-information-science-and-or-media-studiesI am at ACL the whole week, do not hesitate to reach out if you have any questions.
                                
                                
Link:
                                https://www.jobbnorge.no/en/available-jobs/job/283570/lead-ai-postdoctoral-research-fellow-position-in-information-science-and-or-media-studies
                                
                        



"
https://whova.com//event-job/the-63rd-annual-meeting-of-the-association-for-computational-linguistics-2025-job-opportunities/,125,9,2026-06-15,AI Safety researcher,Korea,Unknown,"
AI Safety researcher


AIM Intelligence

 AIM Intelligence is a leading ai safety and security startup in Korea.Providing red teaming and guardrails as solutions to many of the biggest enterprises in Korea and government agencies. Looking for researchers to be part of a very early and fast moving team in frontier AI safety&security.1. LLM redteaming/ guardrail2. AI agent / Physical AI safety&security3. MCP, Audio, Multimodal safety4. Building enterprise grade safety solutions5. Evaluation and benchmarkfeel free to reach me out on https://www.linkedin.com/in/haonpark
                                
                        



"
https://whova.com//event-job/the-63rd-annual-meeting-of-the-association-for-computational-linguistics-2025-job-opportunities/,128,9,2026-06-15,GenAI Engineer,Germany,Unknown,"
GenAI Engineer


Appliedai initiative 

 Als Generative AI Engineer (m/f/x) arbeitest du an der Schnittstelle von KI-Forschung und Softwareentwicklung. Du setzt dein Fachwissen in den Bereichen Generative KI, Large Language Models (LLMs), Deep Learning und Agentensysteme ein, um innovative KI-Anwendungen zu entwickeln. Deine Leidenschaft ist es, Fortschritte in der KI in praxisnahe Lösungen zu überführen, die Innovationen in verschiedensten Branchen vorantreiben. Im AI Engineering Team von appliedAI arbeitest du gemeinsam mit KI-Expert:innen, KI-Strateg:innen und externen Partner:innen daran, wirkungsstarke Prototypen und produktionsreife KI-Lösungen zu schaffen, die echten Mehrwert bieten.Strategischer Einsatz von Generativer KI und Multi-Agenten-Systemen zur Lösung komplexer geschäftlicher Herausforderungen und zur Beschleunigung der KI-Adoption in unterschiedlichen BranchenVerantwortung für die Konzeption und Implementierung von RAG-Lösungen, agentenbasierten Workflows und Multi-Agenten-Systemen, die auf spezifische Kundenbedürfnisse zugeschnitten sindEinhaltung höchster technischer Standards und aktive Mitwirkung an der gemeinsamen Technologieentwicklung innerhalb von appliedAI sowie im gesamten appliedAI Partner-ÖkosystemÜberbrückung der Lücke zwischen KI-Forschung und Softwareentwicklung, um ein robustes, skalierbares und effizientes Design von KI-Systemen sicherzustellenFührende Rolle bei der Nutzung neuester KI-Technologien, wie der Implementierung und Optimierung von LLMs, um Kund:innen einen nachhaltigen Mehrwert zu bieten

Link:
                                https://www.appliedai.de/en/career/generative-ai-engineer-m-f-x-3/
                                
                        



"
https://whova.com//event-job/the-63rd-annual-meeting-of-the-association-for-computational-linguistics-2025-job-opportunities/,129,9,2026-06-15,Applied Scientist,Unknown,Unknown,"
Applied Scientist, AI Agents


Amazon

 The Selling Partner Experience (SPX) organization strives to make Amazon the best place for Selling Partners to do business. The SPX AI Lab team is building the AI capabilities powering the Selling Assistant, Amazon's conversational assistant experience for Selling Partners. The Selling Assistant is a trusted partner and a seasoned advisor that’s always available to enable our partners to thrive in Amazon’s stores. It takes away the cognitive load of selling on Amazon by providing a single interface to handle a diverse set of selling needs. The assistant always stays by the seller's side, talks to them in their language, enables them to capitalize on opportunities, and helps them accomplish their business goals with ease. It is powered by the latest advances in Generative AI, going beyond a typical chatbot to provide an intuitive, intelligent, and personalized experience to sellers running real businesses, large and small.
                                
                                
Link:
                                https://amazon.jobs/en/jobs/3018386/applied-scientist-spx-ai-lab
                                
                        



"
https://whova.com//event-job/the-63rd-annual-meeting-of-the-association-for-computational-linguistics-2025-job-opportunities/,131,9,2026-06-15,Postdoctoral Research Position,United States,Santa Clara,"
Postdoctoral Research Position at UCSC Silicon Valley - Mixed-Initiative Learning for Multilingual & Multimodal LLMs


UC Santa Cruz

 The Natural Language Processing (NLP) group in the Department of Computer Science and Engineering at the University of California, Santa Cruz (UCSC) invites applications for a two-year (extendable) postdoctoral position based at our Silicon Valley campus in Santa Clara, California. This role focuses on pioneering methods for continuous and interactive learning in multilingual and multimodal large language models (LLMs). The position is based at the UC Santa Cruz Silicon Valley campus in Santa Clara, California.Key Responsibilities:• Lead and publish original research aligned with the project’s objectives.Contribute to interdisciplinary research within the department• Assist with grant writing and pursue independent funding• Support teaching and mentoring of students• Collaborate with academic and industry partnersQualifications:• PhD in Computer Science, Electrical Engineering or a related field• Strong background in NLP, Machine Learning and Multilingual LLMs• Proficiency in Python and deep learning frameworks.• Experience working with multilingual and multimodal data• Strong publication record in top academic conferences and journals• Strong English writing and verbal skills.Application Materials:• A detailed Curriculum Vitae including a list of publications, educational background, and relevant experience.• A cover letter that briefly summarizes your qualifications and interest in the position.• A minimum of three representative publications that best reflect your research contributions• Names and email addresses of at least three refereesIf you are interested in this position please message Ian Lane via the Whova App (ACL 2025)Apply at: https://nlp.ucsc.edu/postdoc-multilingual
                                
                                
Link:
                                https://nlp.ucsc.edu/postdoc-multilingual
                                
                        



"
